id,picking_slip_id,printed_username,inspected_username,packed_username,shipped_username,held_username,cancelled_username,refunded_username,confirmed_username,printed_at,inspected_at,packed_at,shipped_at,delivered_at,returned_at,cancelled_at,refunded_at,held_at,confirmed_at,held_reason
396,396,,,,,,,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2023-01-03 07:41:20,,,,,,, cancelled_username
397,397,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
398,398,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
399,399,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
400,400,chloe93(12810),hanpoom logi(75733),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-06 05:05:54,2022-12-06 05:55:57,2023-01-03 07:41:20,,,,,,, cancelled_username
401,401,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
402,402,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
403,403,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
404,404,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
405,405,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
406,406,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
407,407,,,,,chloe93(12810),,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,2023-01-30 09:50:06,,others
408,408,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
409,409,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
410,410,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
411,411,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
412,412,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
413,413,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
414,414,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
415,415,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
416,416,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
417,417,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
418,418,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,2023-02-21 13:04:19,,,2023-01-10 11:31:34, cancelled_username
419,419,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
420,420,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
421,421,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
422,422,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
423,423,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
424,424,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
425,425,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
426,426,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
427,427,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
428,428,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
429,429,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
430,430,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
431,431,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
432,432,danny_(73306),danny_(73306),,,,,,danny_(73306),2022-12-15 07:15:11,2022-12-13 07:36:20,2022-12-13 07:36:20,2023-01-03 07:41:20,,2023-03-08 10:29:38,,,,, cancelled_username
433,433,danny_(73306),,,,,,,system(0),2022-12-15 06:52:07,2022-12-13 11:24:56,2022-12-16 02:58:19,2023-01-03 07:41:20,,,,,,, cancelled_username
434,434,,,,,,,,system(0),2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-28 07:39:02,,,,,,, cancelled_username
435,435,,,,,,,,system(0),2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-28 07:39:02,,,,,,, cancelled_username
436,436,,,,,,,,system(0),2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-03 07:41:20,,,,,,, cancelled_username
437,437,,,,chris,,,,chris,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
438,438,,,,,,,,system(0),2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-03 07:41:20,,,,,,, cancelled_username
439,439,,,,,,,,system(0),2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-03 07:41:20,,,,,,, cancelled_username
440,440,,,,,,,,system(0),2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-13 11:24:56,2022-12-28 07:39:02,,,,,,, cancelled_username
441,441,ming(835),,,,,,,system(0),2022-12-15 06:23:31,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-03 07:41:20,,,,,,, cancelled_username
442,442,,,,chris,,,,chris,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
443,443,ming(835),,,chris,,,,chris,2022-12-15 06:23:31,2022-12-13 11:24:56,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
444,444,,,,chris,,,,chris,2022-12-13 11:24:56,2022-12-13 11:24:56,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
445,445,ming(835),,,chris,,,,chris,2022-12-15 06:23:31,2022-12-13 11:24:56,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
446,446,Anj(37711),,,chris,,,,chris,2022-12-13 12:34:02,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
447,447,ming(835),,,chris,,,,chris,2022-12-15 06:23:31,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
448,448,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-13 12:34:24,,,,,,, cancelled_username
449,449,ming(835),,,,,,,Chris7(18082),2022-12-15 06:23:31,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-13 12:34:24,,,,,,, cancelled_username
450,450,Anj(37711),,,,,,,Chris7(18082),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-13 12:34:24,,,,,,2022-12-23 12:07:43, cancelled_username
451,451,ming(835),,,,,,,system(0),2022-12-15 06:33:11,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,, cancelled_username
452,452,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-28 07:39:02,,,,,,, cancelled_username
453,453,ming(835),,,,,,,system(0),2022-12-15 06:33:11,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,, cancelled_username
454,454,Anj(37711),,,chris,,,,chris,2022-12-13 12:34:02,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
455,455,ming(835),,,chris,,,,chris,2022-12-15 06:33:11,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
456,456,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-28 07:39:02,,,,,,, cancelled_username
457,457,ming(835),,,,,,,system(0),2022-12-15 06:33:11,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,, cancelled_username
458,458,ming(835),,,chris,,,,chris,2022-12-15 06:33:11,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
459,459,Anj(37711),,,chris,,,,chris,2022-12-13 12:34:02,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
460,460,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-28 07:39:02,,,,,,, cancelled_username
461,461,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,, cancelled_username
462,462,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
463,463,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
464,464,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
465,465,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
466,466,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
467,467,danny_(73306),Bern(25814),Bern(25814),,,,,system(0),2022-12-15 06:51:43,2022-12-14 07:46:44,2022-12-14 07:46:55,2023-01-03 07:41:20,,,,,,, cancelled_username
468,468,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
469,469,danny_(73306),chloe93(12810),chloe93(12810),chris,,,,chris,2022-12-15 06:51:43,2022-12-14 02:52:05,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
470,470,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
471,471,danny_(73306),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-15 06:50:32,2022-12-15 02:26:43,2022-12-15 02:26:54,2023-01-03 07:41:20,,,,,,, cancelled_username
472,472,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
473,473,danny_(73306),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-15 06:50:30,2022-12-14 02:09:30,2022-12-14 02:13:58,2023-01-03 07:41:20,,,,,,, cancelled_username
474,474,danny_(73306),,,chris,,,,chris,2022-12-15 08:08:10,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
475,475,danny_(73306),,,chris,chloe93(12810),,,chris,2022-12-15 08:13:03,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
476,476,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
477,477,danny_(73306),,,chris,,,,chris,2022-12-15 06:50:17,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
478,478,danny_(73306),chloe93(12810),,,,,,system(0),2022-12-15 07:42:33,2022-12-14 07:31:43,2022-12-14 07:47:30,2023-01-27 02:30:29,,,,,,, cancelled_username
479,479,danny_(73306),,,chris,,,,chris,2022-12-15 06:57:48,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
480,480,,,,,,,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2022-12-28 07:39:02,2022-12-29 14:09:00,,,,,2023-01-06 05:20:01, cancelled_username
481,481,danny_(73306),chloe93(12810),,,,,,system(0),2022-12-15 07:42:19,2022-12-14 07:36:06,2022-12-14 07:47:31,2023-01-27 02:30:29,,,,,,, cancelled_username
482,482,danny_(73306),,,chris,,,,chris,2022-12-15 07:31:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
483,483,danny_(73306),,,chris,,,,chris,2022-12-15 07:48:28,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
484,484,,,,,,,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,,, cancelled_username
485,485,danny_(73306),,,,,,,system(0),2022-12-15 07:41:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2023-01-03 07:41:20,,,,,,, cancelled_username
486,486,danny_(73306),,,chris,,,,chris,2022-12-15 07:40:09,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
487,487,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
488,488,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
489,489,danny_(73306),danny_(73306),danny_(73306),,,,,danny_(73306),2022-12-15 07:59:43,2022-12-15 08:02:36,2022-12-15 08:03:49,2022-12-28 07:39:02,,,,,,2022-12-29 07:14:52, cancelled_username
490,490,danny_(73306),danny_(73306),danny_(73306),,,,,danny_(73306),2022-12-15 07:59:27,2022-12-15 08:01:55,2022-12-15 08:03:06,2023-01-03 07:41:20,,,,,,, cancelled_username
491,491,,,,,chloe93(12810),,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,2023-02-21 02:51:41,,others
492,492,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
493,493,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
494,494,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
495,495,chloe93(12810),,,chris,,,,chris,2022-12-16 02:45:55,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
496,496,,,,,Anj(37711),,,,,,,,,,,,2023-01-10 06:28:35,,sold_out
497,497,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:53:47,,refund
498,498,,,,,Anj(37711),,,,,,,,,,,,2023-01-10 06:28:42,,
499,499,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:54:10,,others
500,500,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:54:06,,sold_out
501,501,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:54:01,,sold_out
502,502,,,,,,,,,,,,,,,,,,, cancelled_username
503,503,,,,,,,,,,,,,,,,,,, cancelled_username
504,504,,,,,,,,,,,,,,,,,,, cancelled_username
505,505,,,,,,,,,,,,,,,,,,, cancelled_username
506,506,,,,,,,,,,,,,,,,,,, cancelled_username
507,507,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-16 05:48:26,2022-12-16 05:47:16,2022-12-16 05:47:33,,,,,,,, cancelled_username
508,508,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-16 05:41:26,2022-12-16 05:43:25,2022-12-16 05:43:37,,,,,,,, cancelled_username
509,509,,,,,,,,,,,,,,,,,,, cancelled_username
510,510,Anj(37711),ming(835),Bern(25814),,,,,,2023-01-06 01:49:46,2023-01-05 15:59:51,2023-01-10 02:58:27,2023-01-12 01:33:21,,,,,,, cancelled_username
511,511,ming(835),ming(835),chloe93(12810),,,,,,2023-01-11 05:53:49,2023-01-17 04:37:37,2023-01-27 08:27:45,2023-01-30 09:34:32,,,,,,, cancelled_username
512,512,danny_(73306),kay_(65298),kay_(65298),,,,,,2022-12-19 00:31:08,2023-02-16 08:59:27,2023-02-16 08:59:27,2023-02-27 07:02:10,,,,,,, cancelled_username
513,513,Anj(37711),ming(835),ming(835),,,,,,2023-01-06 01:49:29,2023-01-05 15:58:36,2023-01-06 05:03:58,2023-01-09 12:24:31,,,,,,, cancelled_username
514,514,danny_(73306),Bern(25814),Bern(25814),,,,,,2022-12-19 00:31:08,2023-02-21 06:44:48,2023-02-21 06:44:48,2023-02-27 07:02:10,,,,,,, cancelled_username
515,515,,,,,,,,,,,,,,,,,,, cancelled_username
516,516,danny_(73306),Bern(25814),Bern(25814),,,,,,2022-12-19 00:31:08,2023-02-21 06:45:10,2023-02-21 06:45:10,2023-02-27 07:02:10,,,,,,, cancelled_username
517,517,ming(835),chloe93(12810),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-17 06:18:34,2023-01-27 08:27:27,2023-01-30 09:34:32,,,,,,, cancelled_username
518,518,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 05:56:49,2022-12-16 05:56:28,2022-12-16 05:56:38,2023-01-03 07:41:20,,,,,,, cancelled_username
519,519,masonchoi(66367),ming(835),,,chloe93(12810),,,,2023-04-18 05:23:38,2023-01-17 05:28:19,,,,,,,,, cancelled_username
520,520,chloe93(12810),chloe93(12810),,,chloe93(12810),,,,2022-12-16 06:03:06,2022-12-16 06:03:48,,,,,,,2023-02-21 08:29:36,,others
521,521,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 06:29:23,2022-12-16 06:29:31,2022-12-16 06:29:48,2023-01-03 07:41:20,,,,,,, cancelled_username
522,522,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 06:27:41,2022-12-16 06:28:09,2022-12-16 06:28:29,2022-12-28 07:39:02,,,,,,, cancelled_username
523,523,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 07:22:03,2022-12-16 06:28:04,2022-12-16 06:28:18,2023-01-03 07:41:20,,,,,,, cancelled_username
524,524,ming(835),kay_(65298),chris,,,,,,2023-01-05 12:12:37,2023-01-02 11:37:37,2023-01-02 11:37:37,2023-01-17 07:41:11,2023-01-14 19:56:00,,,,,, cancelled_username
525,525,ming(835),chloe93(12810),,,,,,,2023-03-22 09:12:15,2023-01-18 02:00:51,,,,,,,,, cancelled_username
526,526,Bern(25814),Bern(25814),chloe93(12810),,,,,system(0),2022-12-16 07:03:00,2022-12-16 07:03:25,2022-12-19 02:08:50,2023-01-03 07:41:20,,,,,,, cancelled_username
527,527,chloe93(12810),chloe93(12810),chloe93(12810),chris,,,,chris,2022-12-16 07:14:40,2022-12-16 07:15:37,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34, cancelled_username
528,528,danny_(73306),,,,,,,,2022-12-19 00:32:38,,,,,,,,,, cancelled_username
529,529,masonchoi(66367),,,,,,,,2022-12-20 01:16:39,,,,,,,,,, cancelled_username
530,530,Anj(37711),,,,,,,,2022-12-16 07:58:45,,,,,,,,,, cancelled_username
531,531,Anj(37711),,,,,,,,2022-12-16 07:59:15,,,,,,,,,, cancelled_username
532,532,danny_(73306),,,,,,,,2022-12-19 00:31:08,,,,,,,,,, cancelled_username
533,533,,,,,,,,,,,,,,,,,,,
534,534,ming(835),chloe93(12810),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-17 07:21:29,2023-01-27 08:27:06,2023-01-30 09:34:32,,,,,,, cancelled_username
535,535,ming(835),ming(835),,,,,,,2023-01-05 12:12:37,2023-01-25 08:06:40,,,,,,,,, cancelled_username
536,536,masonchoi(66367),chloe93(12810),,,,,,,2023-04-18 05:23:53,2023-01-17 07:21:53,,,,,,,,, cancelled_username
537,537,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-19 02:58:32,2022-12-19 05:30:32,2022-12-26 13:59:10,2023-01-03 07:41:20,,,,,,, cancelled_username
538,538,danny_(73306),danny_(73306),chloe93(12810),,,,,danny_(73306),2022-12-19 00:35:13,2022-12-19 00:36:07,2022-12-19 06:24:55,2023-01-03 07:41:20,,,,,,, cancelled_username
539,539,,,,,,,,,,,,,,,,,,, cancelled_username
540,540,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-19 02:13:25,2022-12-19 02:13:58,2022-12-19 02:14:26,2023-01-03 07:41:20,,,,,,, cancelled_username
541,541,chloe93(12810),chloe93(12810),mason,,,,,system(0),2022-12-19 05:08:09,2022-12-19 05:08:25,2022-12-19 05:30:55,2023-01-27 02:30:29,,,,,,, cancelled_username
542,542,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-19 05:20:59,2022-12-19 05:21:52,2022-12-19 05:22:36,2023-01-03 07:41:20,,,,,,, cancelled_username
543,543,chloe93(12810),chloe93(12810),ming(835),,,,,,2023-01-27 06:00:50,2023-01-27 06:01:27,2023-02-07 01:54:48,2023-02-09 04:46:01,,,,,,, cancelled_username
544,544,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-19 05:20:59,2022-12-19 05:25:54,2022-12-19 05:29:05,2023-01-03 07:41:20,,,,,,, cancelled_username
545,545,danny_(73306),Bern(25814),Bern(25814),,,,,,2022-12-20 08:14:39,2023-02-22 08:10:53,2023-02-22 08:10:53,2023-02-27 07:02:10,2022-12-30 09:42:00,,,,,, cancelled_username
546,546,chloe93(12810),chloe93(12810),,,chloe93(12810),,,chloe93(12810),2022-12-19 05:55:50,2022-12-19 05:55:59,2022-12-19 06:03:27,,,,,,2023-01-27 02:30:05,,refund
547,547,danny_(73306),kay_(65298),kay_(65298),,,,,,2022-12-20 08:14:39,2023-02-21 08:21:04,2023-02-21 08:21:04,2023-02-27 07:02:10,,,,,,, cancelled_username
548,548,chloe93(12810),chloe93(12810),chloe93(12810),,,,,chloe93(12810),2022-12-19 06:22:15,2022-12-19 06:23:54,2022-12-19 06:24:09,2023-01-03 07:41:20,,,,,,, cancelled_username
549,549,chloe93(12810),chloe93(12810),,,,,,chloe93(12810),2022-12-19 06:34:37,2022-12-19 06:34:46,2022-12-19 06:37:07,2022-12-28 12:32:29,2022-12-23 00:24:45,,,,,, cancelled_username
550,550,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-19 06:40:02,2022-12-19 06:40:08,2022-12-19 06:40:21,2022-12-28 07:39:02,,,,,,, cancelled_username
551,551,ming(835),ming(835),ming(835),,,,,,2023-02-07 05:30:29,2023-02-07 05:31:04,2023-02-07 05:31:19,2023-02-09 04:46:01,,,,,,, cancelled_username
552,552,chloe93(12810),chloe93(12810),kay_(65298),,,,,,2023-02-08 02:41:49,2023-02-08 02:47:18,2023-02-08 06:55:13,2023-02-09 04:46:01,2023-02-08 14:42:27,,,,,, cancelled_username
553,553,danny_(73306),kay_(65298),kay_(65298),,,,,,2022-12-20 08:14:39,2023-02-21 08:21:04,2023-02-21 08:21:04,2023-02-27 07:02:10,,,,,,, cancelled_username
554,554,ming(835),ming(835),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-25 08:07:49,2023-01-27 08:26:26,2023-01-30 09:34:32,,,,,,, cancelled_username
555,555,chloe93(12810),chloe93(12810),kay_(65298),,,,,,2023-01-30 10:02:10,2023-01-30 10:02:32,2023-02-21 08:22:07,2023-04-17 06:55:49,,,,,,, cancelled_username
