id,picking_slip_id,item_id,stock_id,order_fulfillment_product_id,quantity,refunded_quantity,location_id,location_code,is_pre_order,is_sales_only,pre_order_shipping_at,pre_order_deadline_at,created_at,updated_at
689,137,755009,1310,683,1,0,1746,UR28-1-2,0,0,,,2022-12-03 07:42:59,2022-12-03 07:42:59
690,137,148242,1893,684,3,0,382,GA01-A-2-2,0,0,,,2022-12-03 07:42:59,2022-12-03 07:42:59
691,138,881949,1150,685,1,0,10,FZ,0,0,,,2022-12-03 08:32:34,2022-12-03 08:32:34
692,139,893409,982,701,1,0,10,FZ,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
693,139,893438,984,702,1,0,10,FZ,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
694,140,94307,1582,686,1,0,1209,GA15-A-3-5,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
695,140,902868,926,687,1,0,1532,UR05-1-3,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
696,140,107924,1023,688,1,0,1306,GA17-B-4-4,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
697,140,2038,1910,689,2,0,1649,UR19-2-3,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
698,140,863888,1918,690,1,0,453,GA03-C-2-5,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
699,140,863861,1741,691,1,0,450,GA03-C-1-2,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
700,140,774501,1555,692,1,0,1071,GA12-C-1-2,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
701,140,711025,1095,693,1,0,538,GA05-B-1-5,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
702,140,159995,1851,694,1,0,764,GA08-A-4-5,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
703,140,148242,1893,695,1,0,382,GA01-A-2-2,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
704,140,907134,1669,696,1,0,1538,UR05-4-2,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
705,140,269888,1163,697,2,0,1326,GA18-A-3-4,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
706,140,143302,1902,698,1,0,1639,UR18-3-2,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
707,140,143397,1373,699,1,0,1637,UR18-2-3,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
708,140,121948,1443,700,1,0,403,GA02-A-1-4,0,0,,,2022-12-03 08:49:45,2022-12-03 08:49:45
709,141,891086,1229,703,1,0,10,FZ,0,0,,,2022-12-03 11:46:17,2022-12-03 11:46:17
710,141,931497,1982,704,1,0,10,FZ,1,0,,,2022-12-03 11:46:17,2022-12-03 11:46:17
711,142,52905,1687,705,1,0,1350,GA18-D-1-4,0,0,,,2022-12-03 12:07:24,2022-12-03 12:07:24
712,142,886333,2389,706,1,0,596,GA06-B-1-2,0,0,,,2022-12-03 12:07:24,2022-12-03 12:07:24
713,142,217,1689,707,1,0,1708,UR24-1-3,0,0,,,2022-12-03 12:07:24,2022-12-03 12:07:24
714,143,851409,1471,708,2,0,757,GA08-A-3-3,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
715,143,762284,1468,709,2,0,374,GA000,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
716,143,424214,1835,710,1,0,1091,GA13-A-2-1,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
717,143,907199,2395,711,2,0,936,GA10-B-2-3,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
718,143,638470,1883,712,3,0,1441,GA22,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
719,143,369480,2438,713,5,0,677,GA07-A-4-4,0,0,,,2022-12-03 12:51:41,2022-12-04 22:39:23
720,143,387752,1458,714,5,0,893,GA09-D-2-1,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
721,143,907197,1316,715,2,0,915,GA10-A-1-4,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
722,143,907202,164,716,2,0,977,GA10-D-4-2,0,0,,,2022-12-03 12:51:41,2022-12-04 22:32:33
723,143,94017,1343,717,1,0,384,GA01-A-2-4,0,0,,,2022-12-03 12:51:41,2022-12-03 12:51:41
724,144,911263,1077,718,1,0,10,FZ,0,0,,,2022-12-03 14:35:42,2022-12-03 14:35:42
725,144,891086,1229,719,1,0,10,FZ,0,0,,,2022-12-03 14:35:42,2022-12-03 14:35:42
726,145,896130,,720,2,0,,,0,0,,,2022-12-03 15:10:32,2022-12-03 15:10:32
727,146,932349,,721,1,0,,,0,0,,,2022-12-03 15:44:07,2022-12-03 15:44:07
728,147,358463,1941,722,3,0,1348,GA18-D-1-2,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
729,147,389377,1962,723,1,0,807,GA08-D-1-3,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
730,147,427955,1745,724,2,0,570,GA05-D-5-2,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
731,147,238362,1470,725,1,0,1174,GA14-C-3-3,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
732,147,159995,1851,726,1,0,764,GA08-A-4-5,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
733,147,210892,1834,727,2,0,1468,GA22-6-5,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
734,147,115545,1025,728,2,0,387,GA01-B-1-2,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
735,147,121934,1970,729,3,0,407,GA02-A-2-3,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
736,147,121940,1662,730,3,0,408,GA02-A-2-4,0,0,,,2022-12-03 15:58:15,2022-12-03 15:58:15
737,148,916248,1487,731,1,0,1873,UR43-1-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
738,148,921226,1651,732,1,0,774,GA08-B-2-5,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
739,148,921230,1353,733,1,0,928,GA10-A-4-4,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
740,148,896776,819,734,1,0,846,GA09-A-4-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
741,148,896761,1235,735,1,0,564,GA05-D-3-5,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
742,148,896770,1274,736,1,0,758,GA08-A-3-4,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
743,148,896754,1320,737,1,0,825,GA08-D-5-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
744,148,896756,1319,738,1,0,888,GA09-D-1-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
745,148,896751,1323,739,1,0,470,GA03-D-4-4,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
746,148,761785,1107,740,1,0,908,GA09-D-5-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
747,148,774457,1554,741,1,0,1094,GA13-A-3-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
748,148,444017,1619,742,1,0,971,GA10-D-3-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
749,148,461072,978,743,1,0,932,GA10-B-1-4,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
750,148,368681,1542,744,1,0,1180,GA14-D-1-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
751,148,115979,823,745,1,0,704,GA07-C-2-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
752,148,896767,1666,746,1,0,691,GA07-B-3-3,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
753,148,896755,1321,747,1,0,618,GA06-C-2-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
754,148,711028,1520,748,1,0,963,GA10-C-4-5,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
755,148,476359,1723,749,1,0,876,GA09-C-2-3,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
756,148,774470,1389,750,1,0,1188,GA14-D-3-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
757,148,774492,1355,751,1,0,1176,GA14-C-4-1,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
758,148,369480,1829,752,1,0,677,GA07-A-4-4,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
759,148,774501,1555,753,1,0,1071,GA12-C-1-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
760,148,758733,973,754,1,0,1614,UR14-3-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
761,148,758735,1008,755,1,0,1618,UR14-5-2,0,0,,,2022-12-03 17:02:59,2022-12-03 17:02:59
762,149,932359,,756,1,0,,,0,0,,,2022-12-03 17:05:24,2022-12-03 17:05:24
763,150,932357,,757,1,0,,,0,0,,,2022-12-03 17:21:52,2022-12-03 17:21:52
764,151,932349,,760,1,1,,,0,0,,,2022-12-03 17:32:37,2022-12-05 22:56:06
765,152,924504,1776,758,1,1,10,FZ,0,0,,,2022-12-03 17:32:37,2022-12-06 07:02:31
766,152,896130,,759,1,1,,,0,0,,,2022-12-03 17:32:37,2022-12-05 22:56:06
767,153,148242,1893,761,1,0,382,GA01-A-2-2,0,0,,,2022-12-03 17:36:35,2022-12-03 17:36:35
768,153,929990,289,762,3,0,941,GA10-B-3-3,0,0,,,2022-12-03 17:36:35,2022-12-03 17:36:35
769,153,358477,2436,763,4,0,1351,GA18-D-2-2,0,0,,,2022-12-03 17:36:35,2022-12-04 22:38:32
770,153,358463,1941,764,30,0,1348,GA18-D-1-2,0,0,,,2022-12-03 17:36:35,2022-12-03 17:36:35
771,153,159995,1851,765,3,0,764,GA08-A-4-5,0,0,,,2022-12-03 17:36:35,2022-12-03 17:36:35
772,153,148227,1804,766,1,0,379,GA01-A-1-4,0,0,,,2022-12-03 17:36:35,2022-12-03 17:36:35
773,154,932349,,767,1,0,,,0,0,,,2022-12-03 17:39:58,2022-12-03 17:39:58
774,154,932359,,768,1,0,,,0,0,,,2022-12-03 17:39:58,2022-12-03 17:39:58
775,155,902046,1981,769,1,0,10,FZ,0,0,,,2022-12-03 18:04:02,2022-12-03 18:04:02
776,156,932359,,770,1,0,,,0,0,,,2022-12-03 18:21:54,2022-12-03 18:21:54
777,157,932355,,771,1,0,,,0,0,,,2022-12-03 18:27:35,2022-12-03 18:27:35
778,158,919133,1586,772,1,0,10,FZ,0,0,,,2022-12-03 18:35:31,2022-12-03 18:35:31
779,159,932357,,773,1,0,,,0,0,,,2022-12-03 18:47:56,2022-12-03 18:47:56
780,159,932355,,774,1,0,,,0,0,,,2022-12-03 18:47:56,2022-12-03 18:47:56
781,160,932349,,777,1,0,,,0,0,,,2022-12-03 19:10:27,2022-12-03 19:10:27
782,160,932357,,778,1,0,,,0,0,,,2022-12-03 19:10:27,2022-12-03 19:10:27
783,161,930179,1780,775,1,0,10,FZ,0,0,,,2022-12-03 19:10:27,2022-12-03 19:10:27
784,161,931664,1914,776,1,0,10,FZ,0,0,,,2022-12-03 19:10:27,2022-12-03 19:10:27
785,162,761785,1107,779,2,2,908,GA09-D-5-2,0,0,,,2022-12-03 19:12:23,2022-12-06 06:57:58
786,162,481454,1512,780,3,3,1139,GA13-D-5-3,0,0,,,2022-12-03 19:12:23,2022-12-04 17:38:18
787,162,481453,1725,781,5,5,506,GA04-D-1-4,0,0,,,2022-12-03 19:12:23,2022-12-06 06:53:22
788,162,867617,1493,782,2,2,1681,UR21-4-3,0,0,,,2022-12-03 19:12:23,2022-12-06 06:58:52
789,162,845842,1253,783,1,1,1900,UR48-3-2,0,0,,,2022-12-03 19:12:23,2022-12-06 06:58:30
790,162,25872,1393,784,1,1,1633,UR18-1-3,0,0,,,2022-12-03 19:12:23,2022-12-06 06:52:23
791,163,298276,1814,785,1,0,374,GA000,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
792,163,148233,1305,786,3,0,394,GA01-B-2-5,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
793,163,792051,1138,787,1,0,1117,GA13-C-3-1,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
794,163,424214,1835,788,1,0,1091,GA13-A-2-1,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
795,163,338689,1717,789,1,0,1277,GA16-D-1-3,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
796,163,311377,1769,790,2,0,498,GA04-C-1-6,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
797,163,159995,1944,791,1,0,764,GA08-A-4-5,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
798,163,150303,1650,792,4,0,419,GA02-B-2-4,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
799,163,115552,1737,793,1,0,383,GA01-A-2-3,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
800,163,148227,1804,794,1,0,379,GA01-A-1-4,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
801,163,810503,1544,795,1,0,951,GA10-C-1-4,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
802,163,888005,997,796,1,0,954,GA10-C-2-2,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
803,163,102115,1354,797,2,0,543,GA05-B-2-5,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
804,163,107909,1380,798,1,0,1295,GA17-A-2-4,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
805,163,824009,1022,799,2,0,525,GA04-D-5-3,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
806,163,907185,2396,800,1,0,462,GA03-D-2-4,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
807,163,907201,1805,801,1,0,808,GA08-D-1-4,0,0,,,2022-12-03 19:16:03,2022-12-03 19:16:03
808,164,145545,2433,802,30,0,1423,GA21-B-1-1,0,0,,,2022-12-03 19:26:56,2022-12-04 22:35:28
809,165,932357,,804,1,0,,,0,0,,,2022-12-03 19:36:47,2022-12-03 19:36:47
810,166,923654,1588,803,1,0,10,FZ,0,0,,,2022-12-03 19:36:47,2022-12-03 19:36:47
811,167,932359,,805,1,0,,,0,0,,,2022-12-03 19:58:49,2022-12-03 19:58:49
812,167,932358,,806,1,0,,,0,0,,,2022-12-03 19:58:49,2022-12-03 19:58:49
813,168,932357,,807,1,0,,,0,0,,,2022-12-03 20:16:21,2022-12-03 20:16:21
814,168,932359,,808,1,0,,,0,0,,,2022-12-03 20:16:21,2022-12-03 20:16:21
815,169,932359,,809,1,0,,,0,0,,,2022-12-03 20:32:55,2022-12-03 20:32:55
816,170,932350,,811,1,0,,,0,0,,,2022-12-03 20:45:07,2022-12-03 20:45:07
817,171,911049,1484,810,1,0,10,FZ,0,0,,,2022-12-03 20:45:07,2022-12-03 20:45:07
818,170,932357,,812,1,0,,,0,0,,,2022-12-03 20:45:07,2022-12-03 20:45:07
819,172,845842,1253,813,1,0,1900,UR48-3-2,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
820,172,849160,1104,814,1,0,1514,UR03-4-4,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
821,172,369957,1273,815,3,0,1244,GA15-D-4-4,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
822,172,163043,2434,816,2,0,665,GA07-A-2-2,0,0,,,2022-12-03 21:00:02,2022-12-04 22:36:55
823,172,149201,1632,817,5,0,745,GA08-A-1-1,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
824,172,2038,1910,818,2,0,1649,UR19-2-3,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
825,172,886438,1110,819,2,0,1082,GA12-C-4-2,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
826,172,761680,1720,820,1,0,528,GA05-A-1-2,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
827,172,761735,1943,821,1,0,534,GA05-A-2-5,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
828,172,94037,2398,822,1,0,622,GA06-C-2-5,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
829,172,163031,1891,823,2,0,682,GA07-B-1-4,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
830,172,269910,1404,824,2,0,1331,GA18-B-1-4,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
831,172,111037,1565,825,2,0,675,GA07-A-4-2,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
832,172,929990,289,826,2,0,941,GA10-B-3-3,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
833,172,921230,1353,827,2,0,928,GA10-A-4-4,0,0,,,2022-12-03 21:00:02,2022-12-03 21:00:02
834,173,900888,939,828,1,0,10,FZ,0,0,,,2022-12-03 21:03:33,2022-12-03 21:03:33
835,174,932358,,829,1,0,,,0,0,,,2022-12-03 21:08:37,2022-12-03 21:08:37
836,175,891086,1229,830,1,0,10,FZ,0,0,,,2022-12-03 21:31:58,2022-12-03 21:31:58
837,175,893032,1714,831,1,0,10,FZ,0,0,,,2022-12-03 21:31:58,2022-12-03 21:31:58
838,176,932355,,832,1,0,,,0,0,,,2022-12-03 22:57:19,2022-12-03 22:57:19
839,176,932357,,833,1,0,,,0,0,,,2022-12-03 22:57:19,2022-12-03 22:57:19
840,177,932350,,835,1,0,,,0,0,,,2022-12-03 22:57:23,2022-12-03 22:57:23
841,178,924504,1776,834,1,0,10,FZ,0,0,,,2022-12-03 22:57:23,2022-12-03 22:57:23
842,179,882016,1439,836,1,0,10,FZ,0,0,,,2022-12-03 23:05:57,2022-12-03 23:05:57
843,180,932359,,837,1,0,,,0,0,,,2022-12-03 23:09:32,2022-12-03 23:09:32
844,180,932350,,838,1,0,,,0,0,,,2022-12-03 23:09:32,2022-12-03 23:09:32
845,180,932357,,839,1,0,,,0,0,,,2022-12-03 23:09:32,2022-12-03 23:09:32
846,181,932357,,840,1,0,,,0,0,,,2022-12-03 23:15:12,2022-12-03 23:15:12
847,182,932357,,842,1,0,,,0,0,,,2022-12-03 23:23:08,2022-12-03 23:23:08
848,183,901548,1590,841,1,0,10,FZ,0,0,,,2022-12-03 23:23:08,2022-12-03 23:23:08
849,184,932359,,844,1,0,,,0,0,,,2022-12-03 23:30:33,2022-12-03 23:30:33
850,185,881267,1483,843,1,0,10,FZ,0,0,,,2022-12-03 23:30:33,2022-12-03 23:30:33
851,184,932358,,845,1,0,,,0,0,,,2022-12-03 23:30:33,2022-12-03 23:30:33
852,186,912316,1085,846,1,0,10,FZ,0,0,,,2022-12-03 23:31:08,2022-12-03 23:31:08
853,187,932349,,848,1,0,,,0,0,,,2022-12-03 23:36:10,2022-12-03 23:36:10
854,188,902046,1981,847,1,0,10,FZ,0,0,,,2022-12-03 23:36:10,2022-12-03 23:36:10
855,189,540732,1824,849,3,0,715,GA07-C-4-2,0,0,,,2022-12-03 23:50:01,2022-12-03 23:50:01
856,189,824009,1022,850,3,0,525,GA04-D-5-3,0,0,,,2022-12-03 23:50:01,2022-12-03 23:50:01
857,189,269888,1163,851,3,0,1326,GA18-A-3-4,0,0,,,2022-12-03 23:50:01,2022-12-03 23:50:01
858,189,774501,1555,852,6,0,1071,GA12-C-1-2,0,0,,,2022-12-03 23:50:01,2022-12-03 23:50:01
859,189,140484,1581,853,1,0,901,GA09-D-3-4,0,0,,,2022-12-03 23:50:01,2022-12-03 23:50:01
860,190,893458,818,854,1,0,10,FZ,0,0,,,2022-12-03 23:50:17,2022-12-03 23:50:17
861,190,881949,1150,855,1,0,10,FZ,0,0,,,2022-12-03 23:50:17,2022-12-03 23:50:17
862,191,910897,1070,856,1,0,1994,BE,0,0,,,2022-12-04 00:09:05,2022-12-04 00:09:05
863,192,826047,1766,857,1,0,1115,GA13-C-2-3,0,0,,,2022-12-04 00:10:29,2022-12-04 00:10:29
864,192,817587,1795,858,1,0,1563,UR08-1-3,0,0,,,2022-12-04 00:10:29,2022-12-04 00:10:29
865,192,931479,1925,859,1,0,1759,UR29-2-2,0,0,,,2022-12-04 00:10:29,2022-12-04 00:10:29
866,193,887235,787,870,4,0,1476,UR00,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
867,194,680787,1411,860,2,0,732,GA07-D-3-4,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
868,194,403925,1656,861,5,0,740,GA07-D-5-2,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
869,194,711025,1095,862,3,0,538,GA05-B-1-5,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
870,194,762296,1631,863,3,0,1004,GA11-B-1-4,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
871,194,149160,1165,864,3,0,775,GA08-B-3-1,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
872,194,373002,1816,865,3,0,530,GA05-A-1-4,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
873,194,269018,1960,866,3,0,1312,GA17-D-1-3,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
874,194,150303,197,867,10,0,419,GA02-B-2-4,0,0,,,2022-12-04 00:29:11,2022-12-04 22:36:07
875,194,28540,1306,868,10,0,388,GA01-B-1-3,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
876,194,887235,787,869,12,0,1476,UR00,0,0,,,2022-12-04 00:29:11,2022-12-04 00:29:11
877,195,931485,1983,871,1,0,10,FZ,0,0,,,2022-12-04 00:55:30,2022-12-04 00:55:30
878,196,100990,1540,872,1,0,1016,GA11-B-4-5,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
879,196,338685,1522,873,1,0,1287,GA16-D-4-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
880,196,477747,1526,874,1,0,815,GA08-D-3-1,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
881,196,465539,1882,875,1,0,531,GA05-A-1-5,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
882,196,168416,1771,876,3,0,436,GA03-A-1-6,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
883,196,774492,1355,877,3,0,1176,GA14-C-4-1,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
884,196,761680,1720,878,1,0,528,GA05-A-1-2,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
885,196,358463,1941,879,1,0,1348,GA18-D-1-2,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
886,196,761735,1943,880,1,0,534,GA05-A-2-5,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
887,196,743583,876,881,3,0,1913,YN,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
888,196,750487,1928,882,1,0,1914,YN2,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
889,196,403893,1577,883,3,0,727,GA07-D-2-4,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
890,196,477766,1716,884,3,0,565,GA05-D-4-1,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
891,196,148233,1305,885,2,0,394,GA01-B-2-5,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
892,196,743554,1341,886,3,0,706,GA07-C-2-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
893,196,338005,1532,887,3,0,1289,GA16-D-4-5,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
894,196,743555,1337,888,3,0,510,GA04-D-2-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
895,196,28540,1306,889,3,0,388,GA01-B-1-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
896,196,711025,1095,890,1,0,538,GA05-B-1-5,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
897,196,238583,1760,891,4,0,1175,GA14-C-3-4,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
898,196,163027,1579,892,2,0,772,GA08-B-2-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
899,196,163027,1800,892,1,0,772,GA08-B-2-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
900,196,743592,1773,893,2,0,884,GA09-C-4-2,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
901,196,711029,1807,894,3,0,949,GA10-C-1-2,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
902,196,27915,1627,895,1,0,895,GA09-D-2-3,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
903,196,318970,1753,896,3,0,1033,GA12-A-1-1,0,0,,,2022-12-04 01:03:25,2022-12-04 01:03:25
904,197,932359,,897,1,0,,,0,0,,,2022-12-04 01:10:29,2022-12-04 01:10:29
905,197,932357,,898,1,0,,,0,0,,,2022-12-04 01:10:29,2022-12-04 01:10:29
906,198,844261,1680,899,1,0,10,FZ,0,0,,,2022-12-04 01:17:37,2022-12-04 01:17:37
907,199,932355,,900,1,0,,,0,0,,,2022-12-04 01:18:58,2022-12-04 01:18:58
908,200,932350,,901,1,0,,,0,0,,,2022-12-04 01:34:08,2022-12-04 01:34:08
909,200,932359,,902,1,0,,,0,0,,,2022-12-04 01:34:08,2022-12-04 01:34:08
910,201,932357,,903,1,0,,,0,0,,,2022-12-04 01:59:21,2022-12-04 01:59:21
911,202,168416,1771,904,3,0,436,GA03-A-1-6,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
912,202,115556,1736,905,1,0,395,GA01-C-1-2,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
913,202,150274,1112,906,4,0,421,GA02-B-2-6,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
914,202,403893,1577,907,4,0,727,GA07-D-2-4,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
915,202,680787,1411,908,2,0,732,GA07-D-3-4,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
916,202,907202,164,909,2,0,977,GA10-D-4-2,0,0,,,2022-12-04 02:09:58,2022-12-04 22:32:33
917,202,907198,1942,910,2,0,471,GA03-D-4-5,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
918,202,907201,1805,911,2,0,808,GA08-D-1-4,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
919,202,168468,1813,912,3,0,422,GA02-C-1-2,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
920,202,52905,1687,913,1,0,1350,GA18-D-1-4,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
921,202,743592,1773,914,3,0,884,GA09-C-4-2,0,0,,,2022-12-04 02:09:58,2022-12-04 02:09:58
922,203,23462,1225,915,1,0,1638,UR18-2-4,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
923,203,100957,1572,916,1,0,656,GA06-D-5-4,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
924,203,470614,1713,917,1,0,857,GA09-B-2-3,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
925,203,94039,1461,918,2,0,632,GA06-C-4-5,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
926,203,118140,1822,919,1,0,940,GA10-B-3-2,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
927,203,477766,1716,920,1,0,565,GA05-D-4-1,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
928,203,761680,2442,921,1,0,528,GA05-A-1-2,0,0,,,2022-12-04 02:18:59,2022-12-04 22:47:30
929,203,94037,2398,922,1,0,622,GA06-C-2-5,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
930,203,761735,1943,923,1,0,534,GA05-A-2-5,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
931,203,163031,1891,924,2,0,682,GA07-B-1-4,0,0,,,2022-12-04 02:18:59,2022-12-04 02:18:59
